,index,Date,headline,Positive,Negative,Neutral,Score
57,57,2023-02-08,"Introducing the Network State Podcast.

The first episode features me and @VitalikButerin. We talk about starting new countries, upgrading Ethereum, and improving yourself! https://t.co/HnsYCbFBVU",0.23430651426315308,0.008191613480448723,0.7575018405914307,3.065287269856564
58,58,2023-02-06,"Dear friends, ETH wallet to support people in earthquake region. This funds will help so much for people under massive challenges in the most cold days. Hope we can gather together a strong support in web3 community! Thank you! 0xEd67922e36eD2422d391306f6f6ECC19d58EAa4f",0.8209739923477173,0.009929499588906765,0.16909649968147278,4.527611248892267
59,59,2023-02-06,VISA: We’ve been testing how to accept large settlement payments in USDC on Ethereum,0.5968582034111023,0.018852461129426956,0.38428935408592224,3.945014328788699
60,60,2023-02-05,"Man Utd should do everything in their power (hopefully under new ownership) to hijack Liverpool's long winding interest in Jude Bellingham, our structure is transforming rapidly under EtH, a young superstar in the making in Bellingham is the right fit for me.",0.3277333378791809,0.010099207051098347,0.6621674299240112,3.294085347038046
61,61,2023-02-03,"Bitcoin is no longer the flagship asset of crypto.

Ethereum is.

Maybe you think I'm calling this too early.

""Wait for the flippening"" 

Nah. The writing's on the wall. Soon this will be the consensus view.",0.03523851931095123,0.08536919206380844,0.8793923258781433,2.3746733227866397
62,62,2023-02-03,"free open edition tomorrow

drop your eth address to be put on the blocklist",0.01418948546051979,0.18602125346660614,0.7997892498970032,2.07042057518386
63,63,2023-02-03,"If you had spent 2.5 ETH minting Checks a few weeks ago, you’d have more than a million dollars today.

Let that sink in.",0.047617264091968536,0.030651133507490158,0.9217315912246704,2.5424153269352243
64,64,2023-02-01,"GM, If this hits 1500 likes in 1 hour I’ll give someone .5 ETH who commented",0.046539079397916794,0.02315816469490528,0.9303027987480164,2.558452284253384
65,65,2023-01-31,"Year founded:

🇮🇹 University of Bologna: 1088
🇬🇧 Oxford: 1096
🇬🇧 Cambridge: 1209
🇺🇸 Harvard: 1636
🇨🇦 University of Toronto: 1827
🇨🇭 ETH Zurich: 1855
🇺🇸 Massachusetts Institute of Tech: 1861
🇺🇸 California Institute of Tech: 1891
🇺🇸 Stanford: 1891
🇬🇧 Imperial College London: 1907",0.0348101444542408,0.033105283975601196,0.9320845603942871,2.5042621512442325
66,66,2023-01-31,"🚨 Free 1.5 ETH 🚨

@Meta_Winners are giving away 3 FREE @akidcalledbeast #NFTs  

To enter, Like❤️, RT✍️&amp; Tag 3 👪 and we'll send 3 of you a brand new BEAST worth 0.45 Eth. GO!

Enter to Win a Beast NOW: https://t.co/NbSoM289q0

#nftcommunity #nftgiveaway #akidcalledbeast #NFT https://t.co/U0NlbgMDvS",0.113206647336483,0.013424038887023926,0.8733693957328796,2.749456500679094
67,67,2023-01-30,"BOUNCE 🌈 is now live: https://t.co/ybJnbQON7L

0.08 ETH, limit 2 per wallet. Claim is open for 24hrs.

2 random people who retweet will be airdropped a FREEeee edition! 🫶  let's spread some art. https://t.co/BZgmDta5YA",0.05947074294090271,0.016191821545362473,0.9243374466896057,2.6081973022796516
68,68,2023-01-30,"😈 LUCIAN Pass Genesis 😈

⚡️Open Edition
AL: 1/30 14:00 〜14:30 UTC
       Free
       2 limit per wallet
Public: 1/30 14:30〜15:00 UTC
       0.002 ETH
       no limit per wallet

🏆 AL × 50 Winners

To Win
✅ Follow &amp; ❤️ &amp; 🔁
✅ Drop your wallet address

⏳12H

#manifold https://t.co/Xyh1W2QtUD",0.03705126792192459,0.08414369076490402,0.8788050413131714,2.3822689428925514
69,69,2023-01-26,"I'm bullish.

To add a little fun to watching Bitcoin climb higher, I'll give away one Wonky Stonk (current floor price 0.38 ETH) to someone when Bitcoin breaks above $24K, $25K, and $26K.

Just have to like, RT, and comment STONKS to be eligibile.

gl
https://t.co/WvrNz6V13a",0.10528413206338882,0.02910071611404419,0.8656151294708252,2.6904585441304416
70,70,2023-01-25,"'INNER DEMON' is Live on @manifoldxyz 😈

.05 ETH each
➡️Open for 24 hours

One free edition for a random person who retweets 💫
🔗https://t.co/4tHPdDeA6G https://t.co/KYiCSlpdCO",0.03667622432112694,0.01989404857158661,0.943429708480835,2.541955440155332
71,71,2023-01-21,"There were 3000 projects that had at least one sale at 1 ETH or higher in 2021

65% of them haven't had a single sale above 0.1 ETH in the past 3 months.",0.0477205328643322,0.06741151958703995,0.8848679065704346,2.450772531175978
72,72,2023-01-20,"Eth Pumping 📈
AKCB Mint 👀
Feels like a programmed prophecy.
This is just the beginning. ✊
We are going to be launching the “Beast of the Week” which will be a way for a Beast to find a home with a community member (even if they didn’t make it) and more goodies on the way! 🙏",0.16336260735988617,0.014411411248147488,0.8222259879112244,2.8723779878517184
73,73,2023-01-20,"$10,000 Giveaway🚨

To Celebrate hitting 200k followers we are giving away $10,000 in XCAD!💰

To Enter: 
✅RT This Tweet
✅Follow @Xcademyofficial
✅Tag x2 friends in this tweet

20x Winners will be picked on the 1st of February.

#Watch2Earn 

$BNB $ZIL $ETH https://t.co/KnWn2XkI5d",0.07486817985773087,0.01535805594176054,0.9097737669944763,2.6487753093742525
74,74,2023-01-20,"sacred grove

free open edition dropping jan 23
reply with your eth address to be put on the list https://t.co/zeFPB3C0Tm",0.03323468938469887,0.021284112706780434,0.9454811811447144,2.529876442195639
75,75,2023-01-20,The iconic 911. Not only a number – a legacy. Unveiling our mint price of 0.911 ETH.,0.09938037395477295,0.010567981749773026,0.8900516629219055,2.7220309763768507
76,76,2023-01-20,J.P. Morgan owns Ethereum. Not decentralized.,0.02617255598306656,0.021821115165948868,0.9520063996315002,2.5108786012728013
77,77,2023-01-19,"I got this for free.  Pretty insane.

Fck it, give away. 1 anon who like and retweet will get Tier4 worth 6 $ETH ($8500) (yes, for real) in 24hrs.

#NFT #NFTs https://t.co/V23iI0HKAS",0.07254250347614288,0.0174005925655365,0.9100569486618042,2.6378547711139273
78,78,2023-01-18,"I'm giving away this free #AKCB NFT worth .65 ETH ($1000)🙏

To enter👇
-Follow @Rafsby &amp; @TFGmykL 
-Like &amp; RT
-Tag 3 friends 

Picking winners in 72 hours! Good luck #NFT fam!🧡 https://t.co/PidklrW9Xm",0.20822493731975555,0.01595541089773178,0.775819718837738,2.9806737838233706
79,79,2023-01-17,"This new @phantom wallet private beta is elite.

Solana, Ethereum &amp; Polygon wallets all in one simple experience.

This is the future.",0.04749179258942604,0.01779344119131565,0.9347147941589355,2.57424587642087
80,80,2023-01-17,"I love to see Beasts build and In honor of the Wagmi Way Degens hitting a 1.9 ETH floor, I'm happy to share some testers. These beauties are not 1 of 1s. These are regulars in the collection.

1/2 The Gents 👀🚀 https://t.co/UpRCuzwlEm",0.068262480199337,0.016203537583351135,0.9155340194702148,2.630147351691598
81,81,2023-01-15,1/2 North Korea’s Lazarus Group had a very busy weekend moving $63.5m (~41000 ETH) from the Harmony bridge hack through Railgun before consolidating funds and depositing on three different exchanges. https://t.co/huDumaJeSh,0.12189874053001404,0.024330850690603256,0.85377037525177,2.743919732776573
82,82,2023-01-15,"I'd fully expect ETH to drop one of our lads if he did this. 

What is he doing?! https://t.co/lRTHtTrIca",0.013015742413699627,0.79816073179245,0.18882358074188232,0.5371376344085481
83,83,2023-01-13,will buy 69 @DeGodsNFT if I get a thousand likes. in support of @frankdegods move to eth.,0.0717761367559433,0.01175357773900032,0.9164702296257019,2.6500564059274128
84,84,2023-01-13,"WEN STAKING?

We are extremely happy to announce that you can now stake ETH with Lido or Rocket Pool through the Portfolio Dapp🎉 

🔗https://t.co/HVLvcSDbw6 https://t.co/9VkiU5jlsw",0.3895129859447479,0.008958419784903526,0.601528525352478,3.4513864809671415
85,85,2023-01-13,JUST IN: MetaMask launches beta program for #Ethereum staking.,0.08355490118265152,0.01229327917098999,0.9041517972946167,2.678154059011207
86,86,2023-01-13,"monochrome &amp; polychrome

free open editions dropping jan 15
reply with your eth address and choose one https://t.co/CkZjFMDMCv",0.029061434790492058,0.021255778148770332,0.9496827721595764,2.5195141418950877
87,87,2023-01-13,I’m 41 and at this point it’s pretty clear that I’ll never stop feeling like a kid. 💁‍♂️,0.13042497634887695,0.05238187313079834,0.8171931505203247,2.6951077580451965
88,88,2023-01-12,"There was 8 YEARS worth of FUD about Ethereum going to PoS. 

It happened and not a single bad thing has happened. Users basically don’t even know. 

That’s so insanely under appreciated.",0.032664649188518524,0.3644387125968933,0.6028966903686523,1.6705648847374752
89,89,2023-01-11,"Punk 3706 bought for 76.5 ETH ($101,932.42 USD) by 0xd7da0a from 0x04657e. https://t.co/8aK5bhstsc #cryptopunks #ethereum https://t.co/Cj6k9YjEL4",0.7906015515327454,0.08096867054700851,0.12842977046966553,4.274082215682284
90,90,2023-01-11,"How I turned 2 eth into a CryptoPunk in 5 days playing @wolfdotgame 🐺

A thread🧵 https://t.co/LEc3X21jaX",0.07639311999082565,0.02602604776620865,0.8975808024406433,2.625917684314182
91,91,2023-01-10,I see you 🇧🇷.  Just give us a little ⏳,0.0671747699379921,0.02396671287715435,0.9088585376739502,2.6080201404388594
92,92,2023-01-10,"Giving away a @PlayImpostors currently worth about 0.6 ETH

Rules:

1⃣ Follow @PlayImpostors 
2⃣ Like, RT, and tag friends

You can win this just in time for their gameplay event this Friday! https://t.co/jfVLwUG5nG",0.05001836642622948,0.02020290680229664,0.9297787547111511,2.5745386469772464
93,93,2023-01-09,"🚨 GIVING AWAY A PINGER FOR FREE 🚨

CURRENT FLOOR: 2.42 ETH

FOLLOW 👉 LIKE 👉 RT 👉 TAG 3 FRENS &amp; PUT PINGERS IN THE REPLY 👉 CALL YOUR MOM &amp; TELL HER YOU LOVE HER

Winner chosen after mint out tonight. Good luck!

PINGER PINGER PINGER PINGER PINGER https://t.co/DkRigMTtWb",0.07758301496505737,0.01580856740474701,0.9066084027290344,2.6544361212020533
94,94,2023-01-08,"i just airdropped myself a Never Too Late to test things for the future. test was successful.

i don’t intend to keep this Never Too Late (~.4 ETH floor) for myself. impromptu giveaway!

- retweet

- follow me

- comment your eth address

i’ll raffle a winner in 1hr (3:30pm EST)",0.06641347706317902,0.019083060324192047,0.9145035147666931,2.618326035676284
95,95,2023-01-07,It costs 0 eth to share and RT your favorite artist or project,0.024591540917754173,0.028240498155355453,0.9471679329872131,2.4908776066511202
96,96,2023-01-07,"5555 PepeLands
Being early gets you pepes.
Drop your ETH address below for early whitelist https://t.co/lWLSw1xhEX",0.020556502044200897,0.06240076571702957,0.9170427322387695,2.3953893408179283
97,97,2023-01-06,"Bought a Kennel Club for 3.75 ETH.  Sold it for 12.1 ETH.

Lost $500.",0.05619359388947487,0.026602795347571373,0.9172036647796631,2.573976992358765
98,98,2023-01-05,"SPX forming a bear flag under resistance + lower high ✅

DXY breaking up from a falling wedge ✅

BTC and ETH trapping bulls with tiny pumps ✅

Altcoins constantly making new lows and breaking key supports ✅

Capitulation incoming 🔨",0.1764596402645111,0.37946823239326477,0.4440721273422241,1.9924785196781158
99,99,2023-01-05,"💎 🐸 Giveaway 💎

To celebrate the ongoing success of @Pons_ETH &amp; the Plague Team, I will be giving away this badass frog!

To win:
1⃣ Follow @ThePlagueNFT &amp; @CryptoDiamonds
2⃣ Like &amp; Retweet
3⃣ Tag Friends

Winner announced on Sunday! GL to all! https://t.co/xuIlij1sAv",0.15597009658813477,0.015406549908220768,0.8286232948303223,2.851408887318112
100,100,2023-01-04,"&lt;start&gt;

//website
{https://t.co/mbQVQX7htV}

//mint date
{Friday, 6 January 2022 - start 9AM EST}

{10.000 disks}

{.005 ETH ; max 3 disks / wallet}

{9.600 disks for whitelist ; min 100 disks for public ; 300 disks for team}

!we follow you = dm your wallet address

&lt;/end&gt; https://t.co/NNt35x67Ec",0.028860948979854584,0.04130850359797478,0.9298306107521057,2.4688811154254564
101,101,2023-01-02,"Last week Open Edition NFTs on @manifoldxyz helped creators earn over 1300 ETH ($1.6M). This was achieved on creators own smart contracts and without having a front page. 

We've always believed that 'The creator is the platform' and this is proving to be true 💪",0.23790879547595978,0.011806250549852848,0.7502850294113159,3.0652563196739537
102,102,2023-01-01,"I grew up here in #Gstaad and learned skiing on this slope in the 70s. Back then scientists had evidence that fossil fuel causes warming. This is Jan 1, 2023.

Climate science is my profession, but this is where it gets personal. 
When do we understand that we need to change? https://t.co/sbYpGBhQiY",0.031292207539081573,0.031224051490426064,0.9374837279319763,2.5001703901238606
103,103,2022-12-28,My best friend died 13 years ago today.  Since then the center of my life has been my 10 and 8 year old sons.  It hurts that they never got to know each other.  It’s all a dream.  RIP Jimmy. 💔,0.02722967602312565,0.2327011674642563,0.7400692105293274,1.9863212991444066
